,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides C1,Peptides C2,Peptides C3,Peptides E1_24,Peptides E1_48,Peptides E2_24,Peptides E2_48,Peptides E3_24,Peptides E3_48,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Razor + unique peptides E1_24,Razor + unique peptides E1_48,Razor + unique peptides E2_24,Razor + unique peptides E2_48,Razor + unique peptides E3_24,Razor + unique peptides E3_48,Unique peptides C1,Unique peptides C2,Unique peptides C3,Unique peptides E1_24,Unique peptides E1_48,Unique peptides E2_24,Unique peptides E2_48,Unique peptides E3_24,Unique peptides E3_48,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Sequence coverage E1_24 [%],Sequence coverage E1_48 [%],Sequence coverage E2_24 [%],Sequence coverage E2_48 [%],Sequence coverage E3_24 [%],Sequence coverage E3_48 [%],Intensity,Intensity C1,Intensity C2,Intensity C3,Intensity E1_24,Intensity E1_48,Intensity E2_24,Intensity E2_48,Intensity E3_24,Intensity E3_48,iBAQ peptides,iBAQ,iBAQ C1,iBAQ C2,iBAQ C3,iBAQ E1_24,iBAQ E1_48,iBAQ E2_24,iBAQ E2_48,iBAQ E3_24,iBAQ E3_48,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,LFQ intensity E1_24,LFQ intensity E1_48,LFQ intensity E2_24,LFQ intensity E2_48,LFQ intensity E3_24,LFQ intensity E3_48,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count E1_24,MS/MS count E1_48,MS/MS count E2_24,MS/MS count E2_48,MS/MS count E3_24,MS/MS count E3_48,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Deamidation (NQ) site IDs,Dioxidation (MW) site IDs,Oxidation (M) site IDs,Deamidation (NQ) site positions,Dioxidation (MW) site positions,Oxidation (M) site positions,Taxonomy IDs,unique_int,Gene_id,desc,E1_24,E2_24,E3_24,E1_48,E2_48,E3_48,mean,exp_rank
1284,tr|G3UXH4|G3UXH4_MOUSE;tr|G3UZM9|G3UZM9_MOUSE;sp|Q8BWW9|PKN2_MOUSE,tr|G3UXH4|G3UXH4_MOUSE;tr|G3UZM9|G3UZM9_MOUSE;sp|Q8BWW9|PKN2_MOUSE,3;3;3,3;3;3,3;3;3,tr|G3UXH4|G3UXH4_MOUSE Serine/threonine-protein kinase N2 OS=Mus musculus OX=10090 GN=Pkn2 PE=1 SV=1;tr|G3UZM9|G3UZM9_MOUSE Serine/threonine-protein kinase N2 OS=Mus musculus OX=10090 GN=Pkn2 PE=1 SV=1;sp|Q8BWW9|PKN2_MOUSE Serine/threonine-protein kinase N,3,3,3,3,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,7.1,7.1,7.1,105.79,935,935;967;983,0.00060096,3.3487,0.0,0.0,0.0,2.9,2.9,2.9,1.3,0.0,0.0,13669000,0,0,0,1398900,4790400,7063500,416150,0,0,54,253130.0,0.0,0.0,0.0,25905.0,88711.0,130810.0,7706.4,0.0,0.0,0,0,0,0,0,2648300,0,0,0,0,0,0,1,1,1,1,0,0,4,,,,1284,517;7217;9004,True;True;True,558;7825;9857,2742;2743;39659;50021,3192;3193;43991;55626,3192;43991;55626,,,,,,,-1;-1;-1,3,tr|G3UXH4|G3UXH4_MOUSE,tr|G3UXH4|G3UXH4_MOUSE Serine/threonine-protein kinase N2,25905.0,130810.0,0.0,88711.0,7706.4,0.0,63283.1,84.0
372,sp|P26618|PGFRA_MOUSE,sp|P26618|PGFRA_MOUSE,2,2,2,sp|P26618|PGFRA_MOUSE Platelet-derived growth factor receptor alpha OS=Mus musculus OX=10090 GN=Pdgfra PE=1 SV=3,1,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,2,1,1,0,0,3.4,3.4,3.4,122.68,1089,1089,0.0,6.0746,0.0,0.0,0.0,2.4,3.4,2.4,1.0,0.0,0.0,12049000,0,0,0,834000,4871600,3834800,2508900,0,0,49,245900.0,0.0,0.0,0.0,17020.0,99420.0,78262.0,51203.0,0.0,0.0,0,0,0,0,3631400,0,0,0,0,0,0,0,1,3,1,1,0,0,6,,,,372,8219;14282,True;True,8911;15884,45163;45164;45165;80050;80051,50260;50261;50262;50263;89392;89393,50263;89392,,,,,,,-1,2,sp|P26618|PGFRA_MOUSE,Platelet-derived growth factor receptor alpha,17020.0,78262.0,0.0,99420.0,51203.0,0.0,61476.25,85.0
862,sp|Q5Y5T5|ZDHC8_MOUSE;tr|A0A338P749|A0A338P749_MOUSE,sp|Q5Y5T5|ZDHC8_MOUSE,3;1,3;1,3;1,sp|Q5Y5T5|ZDHC8_MOUSE Probable palmitoyltransferase ZDHHC8 OS=Mus musculus OX=10090 GN=Zdhhc8 PE=1 SV=1,2,3,3,3,0,0,0,1,2,0,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1,2,0,1,1,0,7.0,7.0,7.0,82.03,762,762;218,0.0,4.624,0.0,0.0,0.0,3.4,3.5,0.0,3.4,3.4,0.0,8111600,0,0,0,1273900,2642300,0,2292700,1902700,0,33,245810.0,0.0,0.0,0.0,38604.0,80070.0,0.0,69476.0,57656.0,0.0,0,0,0,0,0,0,0,1200700,0,0,0,0,1,1,0,1,1,0,4,,,,862,10586;12759;12902,True;True;True,11846;14224;14377,59680;71601;72273;72274;72275,67016;80286;81013;81014;81015,67016;80286;81013,,,,,,,-1;-1,3,sp|Q5Y5T5|ZDHC8_MOUSE,Probable palmitoyltransferase ZDHHC8,38604.0,0.0,57656.0,80070.0,69476.0,0.0,61451.5,86.0
2175,tr|E9Q6R7|E9Q6R7_MOUSE;tr|A0A1W2P7C0|A0A1W2P7C0_MOUSE;tr|Q61636|Q61636_MOUSE;tr|A0A1W2P8G5|A0A1W2P8G5_MOUSE;tr|A0A1W2P8A5|A0A1W2P8A5_MOUSE,tr|E9Q6R7|E9Q6R7_MOUSE,10;3;3;1;1,10;3;3;1;1,10;3;3;1;1,tr|E9Q6R7|E9Q6R7_MOUSE Utrophin OS=Mus musculus OX=10090 GN=Utrn PE=1 SV=1,5,10,10,10,0,0,0,1,6,6,4,0,0,0,0,0,1,6,6,4,0,0,0,0,0,1,6,6,4,0,0,3.6,3.6,3.6,392.7,3430,3430;956;987;730;732,0.0,18.375999999999998,0.0,0.0,0.0,0.4,2.2,2.2,1.5,0.0,0.0,41459000,0,0,0,1163900,4830600,22481000,12984000,0,0,170,243880.0,0.0,0.0,0.0,6846.2,28415.0,132240.0,76376.0,0.0,0.0,0,0,0,0,0,7316500,6283900,0,0,0,0,0,1,4,7,4,0,0,16,,,,2175,261;1142;3806;5420;6958;7052;7582;7764;13376;14610,True;True;True;True;True;True;True;True;True;True,274;1240;4104;4105;5851;7545;7651;8222;8412;14893;16236,1174;6034;19971;19972;19973;29194;29195;38307;38308;38925;38926;38927;41804;42733;75086;75087;82228,1265;6748;22102;22103;22104;32296;32297;32298;42495;42496;43171;43172;43173;46427;47530;84093;84094;92488,1265;6748;22102;32297;42496;43173;46427;47530;84094;92488,,,,,,,-1;-1;-1;-1;-1,10,tr|E9Q6R7|E9Q6R7_MOUSE,none,6846.2,132240.0,0.0,28415.0,76376.0,0.0,60969.3,87.0
1924,tr|F8WIJ0|F8WIJ0_MOUSE;sp|Q9JIS8|S12A4_MOUSE;tr|F6TQE2|F6TQE2_MOUSE,tr|F8WIJ0|F8WIJ0_MOUSE;sp|Q9JIS8|S12A4_MOUSE,5;5;1,5;5;1,4;4;1,tr|F8WIJ0|F8WIJ0_MOUSE Solute carrier family 12 member 4 OS=Mus musculus OX=10090 GN=Slc12a4 PE=1 SV=2;sp|Q9JIS8|S12A4_MOUSE Solute carrier family 12 member 4 OS=Mus musculus OX=10090 GN=Slc12a4 PE=1 SV=2,3,5,5,4,1,0,0,1,3,1,1,0,0,1,0,0,1,3,1,1,0,0,1,0,0,0,2,1,1,0,0,5.2,5.2,4.4,120.81,1087,1087;1085;171,0.0,5.9985,1.0,0.0,0.0,0.7,3.0,1.1,1.0,0.0,0.0,11137000,0,0,0,1003800,5028100,1986800,3118200,0,0,47,236950.0,0.0,0.0,0.0,21357.0,106980.0,42272.0,66344.0,0.0,0.0,0,0,0,0,3748100,0,0,0,0,0,0,0,1,3,1,1,0,0,6,,,,1924,1756;8527;9366;9770;11783,True;True;True;True;True,1898;9242;10309;10767;13160,9469;9470;46985;46986;52635;54950;65821,10516;10517;52247;52248;59368;61934;73651,10516;52247;59368;61934;73651,,,,,,,-1;-1;-1,4,tr|F8WIJ0|F8WIJ0_MOUSE,tr|F8WIJ0|F8WIJ0_MOUSE Solute carrier family 12 member 4,21357.0,42272.0,0.0,106980.0,66344.0,0.0,59238.25,88.0
1614,tr|D3YZ62|D3YZ62_MOUSE;sp|Q99104|MYO5A_MOUSE;tr|D3Z4J3|D3Z4J3_MOUSE;tr|B8JK05|B8JK05_MOUSE;tr|D3Z135|D3Z135_MOUSE;tr|F6Z2S4|F6Z2S4_MOUSE;tr|A0A1L1SUF0|A0A1L1SUF0_MOUSE;tr|F6TDE5|F6TDE5_MOUSE;tr|E9Q1F5|E9Q1F5_MOUSE;tr|G5E8G6|G5E8G6_MOUSE;sp|P21271|MYO5B_MOUSE;tr|G3X9Y9|G3X9Y9_MOUSE,tr|D3YZ62|D3YZ62_MOUSE;sp|Q99104|MYO5A_MOUSE;tr|D3Z4J3|D3Z4J3_MOUSE,5;5;5;2;1;1;1;1;1;1;1;1,5;5;5;2;1;1;1;1;1;1;1;1,5;5;5;2;1;1;1;1;1;1;1;1,tr|D3YZ62|D3YZ62_MOUSE Unconventional myosin-Va OS=Mus musculus OX=10090 GN=Myo5a PE=1 SV=1;sp|Q99104|MYO5A_MOUSE Unconventional myosin-Va OS=Mus musculus OX=10090 GN=Myo5a PE=1 SV=2;tr|D3Z4J3|D3Z4J3_MOUSE Unconventional myosin-Va OS=Mus musculus OX=10090 ,12,5,5,5,0,0,0,1,2,2,4,1,0,0,0,0,1,2,2,4,1,0,0,0,0,1,2,2,4,1,0,3.3,3.3,3.3,212.33,1828,1828;1853;1855;228;183;217;269;585;1742;1818;1818;1844,0.0,8.5604,0.0,0.0,0.0,0.8,1.4,1.4,2.7,0.5,0.0,26719000,0,0,0,799800,1640400,5984500,16795000,1499200,0,94,284240.0,0.0,0.0,0.0,8508.5,17452.0,63665.0,178670.0,15949.0,0.0,0,0,0,0,0,0,6689800,0,0,0,0,0,1,1,2,4,1,0,9,,,,1614,526;7636;9345;9541;10945,True;True;True;True;True,567;8277;10285;10507;12244,2780;2781;42033;42034;52510;53690;53691;61520;61521;61522,3231;3232;46666;46667;59240;60516;60517;69030;69031;69032,3231;46667;59240;60516;69032,,,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,5,tr|D3YZ62|D3YZ62_MOUSE,tr|D3YZ62|D3YZ62_MOUSE Unconventional myosin-Va,8508.5,63665.0,15949.0,17452.0,178670.0,0.0,56848.9,89.0
324,sp|P16546|SPTN1_MOUSE;tr|A3KGU5|A3KGU5_MOUSE;tr|A3KGU7|A3KGU7_MOUSE;tr|E9Q447|E9Q447_MOUSE;tr|A3KGU9|A3KGU9_MOUSE;tr|A3KGU4|A3KGU4_MOUSE,sp|P16546|SPTN1_MOUSE;tr|A3KGU5|A3KGU5_MOUSE;tr|A3KGU7|A3KGU7_MOUSE;tr|E9Q447|E9Q447_MOUSE;tr|A3KGU9|A3KGU9_MOUSE,17;16;16;16;16;1,17;16;16;16;16;1,17;16;16;16;16;1,"sp|P16546|SPTN1_MOUSE Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=4;tr|A3KGU5|A3KGU5_MOUSE Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1;tr|A3KGU7|A3KGU7_MOUSE Spectrin alpha c",6,17,17,17,0,1,0,7,10,4,2,1,2,0,1,0,7,10,4,2,1,2,0,1,0,7,10,4,2,1,2,9.5,9.5,9.5,284.59,2472,2472;2457;2477;2478;2498;219,0.0,20.725,0.0,0.6,0.0,4.3,5.7,2.3,1.0,0.5,1.0,47163000,0,0,0,7520500,19700000,9862300,5756500,642550,3681400,143,329810.0,0.0,0.0,0.0,52591.0,137760.0,68967.0,40256.0,4493.3,25744.0,0,0,0,9499100,12707000,0,0,0,0,0,0,0,7,11,4,2,1,2,27,,,,324,707;1724;4710;4965;4971;5099;7467;7470;7614;8143;8160;8169;8287;10898;11526;11776;13909,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,764;1863;5070;5356;5362;5509;8096;8099;8255;8826;8845;8855;8981;12189;12873;13152;15477,3752;3753;9297;24949;26479;26480;26505;26506;26507;27449;27450;41161;41172;41173;41956;44671;44672;44727;44781;45517;45518;61300;61301;64443;64444;65788;78023,4285;4286;10307;27444;29206;29207;29233;29234;29235;30293;30294;30295;30296;45732;45745;45746;46588;49640;49641;49698;49754;50681;50682;68792;68793;72183;72184;73616;87237,4286;10307;27444;29207;29235;30295;45732;45745;46588;49640;49698;49754;50681;68793;72184;73616;87237,,,,,,,-1;-1;-1;-1;-1;-1,17,sp|P16546|SPTN1_MOUSE,"Spectrin alpha chain, non-erythrocytic 1",52591.0,68967.0,4493.3,137760.0,40256.0,25744.0,54968.549999999996,90.0
1849,tr|A0A1D5RM92|A0A1D5RM92_MOUSE;sp|Q9DBH0|WWP2_MOUSE;tr|Q3TXI7|Q3TXI7_MOUSE;sp|Q8BZZ3|WWP1_MOUSE,tr|A0A1D5RM92|A0A1D5RM92_MOUSE;sp|Q9DBH0|WWP2_MOUSE;tr|Q3TXI7|Q3TXI7_MOUSE;sp|Q8BZZ3|WWP1_MOUSE,2;2;1;1,2;2;1;1,2;2;1;1,tr|A0A1D5RM92|A0A1D5RM92_MOUSE E3 ubiquitin-protein ligase OS=Mus musculus OX=10090 GN=Wwp2 PE=1 SV=1;sp|Q9DBH0|WWP2_MOUSE NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Mus musculus OX=10090 GN=Wwp2 PE=1 SV=1;tr|Q3TXI7|Q3TXI7_MOUSE E3 ubiquitin-protein li,4,2,2,2,0,0,0,0,2,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,1,1,1,0,2.4,2.4,2.4,94.15700000000001,824,824;870;431;918,0.00251,2.0633,0.0,0.0,0.0,0.0,2.4,1.5,1.5,1.5,0.0,8677500,0,0,0,0,1963300,3831500,1734400,1148300,0,45,192830.0,0.0,0.0,0.0,0.0,43629.0,85144.0,38543.0,25517.0,0.0,0,0,0,0,1463500,0,0,0,0,0,0,0,0,2,1,1,1,0,5,,,,1849,2817;14656,True;True,3029;16282,14587;14588;14589;14590;82438,16035;16036;16037;16038;92706,16037;92706,,,,,,,-1;-1;-1;-1,2,tr|A0A1D5RM92|A0A1D5RM92_MOUSE,tr|A0A1D5RM92|A0A1D5RM92_MOUSE E3 ubiquitin-protein ligase,0.0,85144.0,25517.0,43629.0,38543.0,0.0,48208.25,91.0
512,tr|E0CYA3|E0CYA3_MOUSE;tr|E9PWK7|E9PWK7_MOUSE;tr|Q8C8K1|Q8C8K1_MOUSE;sp|P54761|EPHB4_MOUSE;sp|P54754|EPHB3_MOUSE;sp|Q8CBF3|EPHB1_MOUSE;tr|A2BDW0|A2BDW0_MOUSE;tr|A2BDQ4|A2BDQ4_MOUSE;tr|E9PUQ0|E9PUQ0_MOUSE;sp|Q62413|EPHA6_MOUSE;tr|E9PUP9|E9PUP9_MOUSE;tr|E9PUQ2|E9PUQ2_MOUSE;sp|O09127|EPHA8_MOUSE;sp|Q61772|EPHA7_MOUSE;sp|P54763|EPHB2_MOUSE;sp|P35991|BTK_MOUSE;tr|Q8BRB1|Q8BRB1_MOUSE;sp|P29319|EPHA3_MOUSE;tr|B7ZNN5|B7ZNN5_MOUSE;tr|E9PUQ4|E9PUQ4_MOUSE;sp|Q60629|EPHA5_MOUSE;tr|Q6PFV6|Q6PFV6_MOUSE;tr|G1K381|G1K381_MOUSE,tr|E0CYA3|E0CYA3_MOUSE;tr|E9PWK7|E9PWK7_MOUSE;tr|Q8C8K1|Q8C8K1_MOUSE;sp|P54761|EPHB4_MOUSE;sp|P54754|EPHB3_MOUSE;sp|Q8CBF3|EPHB1_MOUSE,3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,tr|E0CYA3|E0CYA3_MOUSE Ephrin type-B receptor 3 OS=Mus musculus OX=10090 GN=Ephb3 PE=1 SV=2;tr|E9PWK7|E9PWK7_MOUSE Ephrin type-B receptor 4 OS=Mus musculus OX=10090 GN=Ephb4 PE=1 SV=1;tr|Q8C8K1|Q8C8K1_MOUSE Ephrin type-B receptor 4 OS=Mus musculus OX=10090,23,3,2,2,0,0,0,2,3,2,2,3,1,0,0,0,1,2,1,1,2,0,0,0,0,1,2,1,1,2,0,4.6,3.5,3.5,81.562,739,739;935;996;987;993;984;483;994;1040;1035;1017;1006;1004;998;986;659;984;983;983;894;876;819;1130,0.0,4.4292,0.0,0.0,0.0,2.4,4.6,2.4,2.4,4.6,1.1,8731300,0,0,0,622690,2304200,1937600,1249500,2617300,0,42,207890.0,0.0,0.0,0.0,14826.0,54862.0,46133.0,29750.0,62316.0,0.0,0,0,0,0,1703800,0,0,1665600,0,0,0,0,1,2,1,1,2,0,7,,,,512,5396;14082;14384,True;False;True,5823;15664;15991,28962;28963;28964;28965;28966;78876;78877;78878;78879;78880;78881;80567;80568,31980;31981;31982;31983;31984;88138;88139;88140;88141;88142;88143;89949;89950,31981;88141;89949,,,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,2,tr|E0CYA3|E0CYA3_MOUSE,none,14826.0,46133.0,62316.0,54862.0,29750.0,0.0,41577.4,92.0
2139,tr|B1AZ15|B1AZ15_MOUSE;tr|B1AZ14|B1AZ14_MOUSE;sp|Q3UMF0|COBL1_MOUSE;tr|B1AZ26|B1AZ26_MOUSE,tr|B1AZ15|B1AZ15_MOUSE;tr|B1AZ14|B1AZ14_MOUSE;sp|Q3UMF0|COBL1_MOUSE,7;7;6;1,7;7;6;1,7;7;6;1,tr|B1AZ15|B1AZ15_MOUSE Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=1;tr|B1AZ14|B1AZ14_MOUSE Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=1;sp|Q3UMF0|COBL1_MOUSE Cordon-bleu protein-like 1 OS=Mus musculus O,4,7,7,7,0,0,0,3,6,1,3,0,0,0,0,0,3,6,1,3,0,0,0,0,0,3,6,1,3,0,0,8.1,8.1,8.1,133.27,1240,1240;1241;1273;346,0.0,9.4315,0.0,0.0,0.0,3.6,6.9,1.0,3.0,0.0,0.0,11388000,0,0,0,2086100,6191300,251990,2859000,0,0,71,160400.0,0.0,0.0,0.0,29381.0,87201.0,3549.1,40268.0,0.0,0.0,0,0,0,0,3845000,0,1909000,0,0,0,0,0,3,6,1,2,0,0,12,,,,2139,2665;4504;8783;8992;9923;11908;12703,True;True;True;True;True;True;True,2867;4851;9548;9841;10961;13290;14163,13936;13937;23868;48507;48508;49973;49974;55809;55810;66457;71345;71346;71347,15324;15325;26269;53986;53987;55574;55575;62855;62856;74317;80012;80013;80014,15324;26269;53987;55574;62855;74317;80012,,,769,,,19,-1;-1;-1;-1,7,tr|B1AZ15|B1AZ15_MOUSE,tr|B1AZ15|B1AZ15_MOUSE Cordon-bleu protein-like 1,29381.0,3549.1,0.0,87201.0,40268.0,0.0,40099.775,93.0
2182,tr|Q7TQG5|Q7TQG5_MOUSE;tr|E9QK04|E9QK04_MOUSE;sp|P97798|NEO1_MOUSE,tr|Q7TQG5|Q7TQG5_MOUSE;tr|E9QK04|E9QK04_MOUSE;sp|P97798|NEO1_MOUSE,2;2;1,2;2;1,2;2;1,tr|Q7TQG5|Q7TQG5_MOUSE Neogenin OS=Mus musculus OX=10090 GN=Neo1 PE=1 SV=1;tr|E9QK04|E9QK04_MOUSE Neogenin OS=Mus musculus OX=10090 GN=Neo1 PE=1 SV=1;sp|P97798|NEO1_MOUSE Neogenin OS=Mus musculus OX=10090 GN=Neo1 PE=1 SV=1,3,2,2,2,0,0,0,1,1,1,2,1,0,0,0,0,1,1,1,2,1,0,0,0,0,1,1,1,2,1,0,2.5,2.5,2.5,159.97,1465,1465;1492;1493,0.0,4.3775,0.0,0.0,0.0,0.9,0.9,0.9,2.5,0.9,0.0,8895800,0,0,0,411140,740380,2312400,4916200,515700,0,65,136860.0,0.0,0.0,0.0,6325.2,11390.0,35576.0,75633.0,7933.9,0.0,0,0,0,0,0,0,1958200,0,0,0,0,0,1,1,1,2,1,0,6,,,,2182,6644;11252,True;True,7197;12582,36398;63014;63015;63016;63017;63018,40480;70680;70681;70682;70683;70684,40480;70684,,,,,,,-1;-1;-1,2,tr|Q7TQG5|Q7TQG5_MOUSE,tr|Q7TQG5|Q7TQG5_MOUSE Neogenin,6325.2,35576.0,7933.9,11390.0,75633.0,0.0,27371.620000000003,94.0
2170,tr|E9Q512|E9Q512_MOUSE;tr|H3BJG4|H3BJG4_MOUSE;tr|H3BJU5|H3BJU5_MOUSE,tr|E9Q512|E9Q512_MOUSE;tr|H3BJG4|H3BJG4_MOUSE,4;4;1,4;4;1,4;4;1,tr|E9Q512|E9Q512_MOUSE Thyroid hormone receptor interactor 11 OS=Mus musculus OX=10090 GN=Trip11 PE=1 SV=1;tr|H3BJG4|H3BJG4_MOUSE Thyroid hormone receptor interactor 11 (Fragment) OS=Mus musculus OX=10090 GN=Trip11 PE=1 SV=1,3,4,4,4,0,0,0,4,3,2,1,0,0,0,0,0,4,3,2,1,0,0,0,0,0,4,3,2,1,0,0,2.7,2.7,2.7,226.45,1976,1976;1691;139,0.0,6.8084,0.0,0.0,0.0,2.7,2.0,1.4,0.7,0.0,0.0,8888600,0,0,0,2319000,1788100,3326200,1455300,0,0,115,77292.0,0.0,0.0,0.0,20165.0,15549.0,28924.0,12654.0,0.0,0.0,0,0,0,1957200,1694700,0,0,0,0,0,0,0,4,3,2,1,0,0,10,,,,2170,8187;8243;11018;14889,True;True;True;True,8877;8937;12325;16529,44982;44983;44984;44985;45326;61850;61851;61852;83626;83627,50076;50077;50078;50079;50477;69410;69411;69412;93984;93985,50077;50477;69411;93985,,,,,,,-1;-1;-1,4,tr|E9Q512|E9Q512_MOUSE,none,20165.0,28924.0,0.0,15549.0,12654.0,0.0,19323.0,95.0
2083,tr|F2Z4A3|F2Z4A3_MOUSE;tr|A0A087WRT4|A0A087WRT4_MOUSE;tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE;tr|A0A087WPU4|A0A087WPU4_MOUSE,tr|F2Z4A3|F2Z4A3_MOUSE;tr|A0A087WRT4|A0A087WRT4_MOUSE;tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE,3;3;3;1,3;3;3;1,3;3;3;1,tr|F2Z4A3|F2Z4A3_MOUSE FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=1;tr|A0A087WRT4|A0A087WRT4_MOUSE FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=2;tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE FAT atypical cadherin 1 OS=Mus muscul,4,3,3,3,0,0,0,1,1,3,1,1,0,0,0,0,1,1,3,1,1,0,0,0,0,1,1,3,1,1,0,0.8,0.8,0.8,506.26,4590,4590;4602;4645;159,0.0,3.9285,0.0,0.0,0.0,0.3,0.3,0.8,0.3,0.3,0.0,15063000,0,0,0,1802500,2935300,5337200,2660000,2327400,0,206,73119.0,0.0,0.0,0.0,8750.1,14249.0,25909.0,12913.0,11298.0,0.0,0,0,0,0,0,2001100,0,0,0,0,0,0,0,1,3,1,1,0,6,,,,2083,594;1742;6571,True;True;True,642;1883;7123,3183;9406;36055;36056;36057;36058;36059,3659;10434;40113;40114;40115;40116;40117,3659;10434;40114,,,,,,,-1;-1;-1;-1,3,tr|F2Z4A3|F2Z4A3_MOUSE,none,8750.1,25909.0,11298.0,14249.0,12913.0,0.0,14623.820000000002,96.0
1412,sp|Q8K1X1|WDR11_MOUSE;tr|G5E8J3|G5E8J3_MOUSE;tr|A0A0U1RQ40|A0A0U1RQ40_MOUSE,sp|Q8K1X1|WDR11_MOUSE;tr|G5E8J3|G5E8J3_MOUSE,3;3;1,3;3;1,3;3;1,sp|Q8K1X1|WDR11_MOUSE WD repeat-containing protein 11 OS=Mus musculus OX=10090 GN=Wdr11 PE=1 SV=1;tr|G5E8J3|G5E8J3_MOUSE WD repeat-containing protein 11 OS=Mus musculus OX=10090 GN=Wdr11 PE=1 SV=1,3,3,3,3,0,0,0,1,2,1,2,1,0,0,0,0,1,2,1,2,1,0,0,0,0,1,2,1,2,1,0,3.4,3.4,3.4,135.94,1223,1223;1223;387,0.0,4.35,0.0,0.0,0.0,1.1,2.5,1.1,2.0,1.1,0.0,3058500,0,0,0,148140,1452600,699350,596510,161900,0,66,46341.0,0.0,0.0,0.0,2244.5,22010.0,10596.0,9038.1,2453.0,0.0,0,0,0,0,1082800,0,0,0,0,0,0,0,1,2,1,2,1,0,7,,,,1412,266;14386;14941,True;True;True,279;15993;16587,1192;80570;80571;80572;80573;80574;83923,1287;89952;89953;89954;89955;89956;94305,1287;89954;94305,,,,,,,-1;-1;-1,3,sp|Q8K1X1|WDR11_MOUSE,WD repeat-containing protein 11,2244.5,10596.0,2453.0,22010.0,9038.1,0.0,9268.32,97.0
